ip,url,request_ok,http_status,error,xml_parse_error,ServerSerial,ServerProductName,ServerUUID,ServerProductId,ILOProductName,ILOFirmware,ILOSerial,ManagementProcessorState,OverallHealthStatus,ILOManagementIP,AllNICMacAddresses,AllNICDescriptions,AllNICStatuses,AllAssignedNICIPs
10.152.161.101,https://10.152.161.101/xmldata?item=All,True,200,,,MXQ824058S,ProLiant DL360 Gen10,874459MXQ824058S,874459-S01,Integrated Lights-Out 5 (iLO 5),2.10,ILOMXQ824058S,3,3,10.152.161.101,"20:67:7c:da:49:74, 20:67:7c:d2:53:78, 20:67:7c:d2:53:79, 20:67:7c:d2:53:7a, 20:67:7c:d2:53:7b, 9c:dc:71:b8:41:20, 9c:dc:71:b8:41:28",iLO 5 | HPE Ethernet 1Gb 4-port 331i Adapter - NIC | HPE Ethernet 1Gb 4-port 331i Adapter - NIC | HPE Ethernet 1Gb 4-port 331i Adapter - NIC | HPE Ethernet 1Gb 4-port 331i Adapter - NIC | HPE Eth 10/25Gb 2p 631FLR-SFP28 Adptr | HPE Eth 10/25Gb 2p 631FLR-SFP28 Adptr,"OK, Unknown, Unknown, Unknown, Unknown, OK, Unknown",10.152.161.101
